Unnamed: 0,previous_state,current_state
4422,"[[5, 2, 3], [7, 0, 8], [4, 6, 1]]","[[5, 2, 3], [7, 6, 8], [4, 0, 1]]"
4423,"[[5, 2, 3], [8, 0, 1], [7, 4, 6]]","[[5, 2, 3], [8, 1, 0], [7, 4, 6]]"
4424,"[[5, 2, 8], [7, 4, 0], [6, 1, 3]]","[[5, 2, 8], [7, 4, 3], [6, 1, 0]]"
4425,"[[5, 3, 1], [7, 2, 6], [0, 4, 8]]","[[5, 3, 1], [0, 2, 6], [7, 4, 8]]"
4426,"[[5, 4, 2], [7, 0, 1], [8, 6, 3]]","[[5, 4, 2], [7, 1, 0], [8, 6, 3]]"
4427,"[[5, 4, 2], [7, 0, 1], [8, 6, 3]]","[[5, 4, 2], [7, 6, 1], [8, 0, 3]]"
4428,"[[5, 4, 3], [8, 7, 2], [0, 6, 1]]","[[5, 4, 3], [8, 7, 2], [6, 0, 1]]"
4429,"[[5, 6, 3], [4, 0, 7], [2, 8, 1]]","[[5, 6, 3], [4, 7, 0], [2, 8, 1]]"
4430,"[[6, 0, 7], [4, 2, 5], [8, 1, 3]]","[[6, 2, 7], [4, 0, 5], [8, 1, 3]]"
4431,"[[6, 5, 2], [7, 4, 3], [1, 8, 0]]","[[6, 5, 2], [7, 4, 3], [1, 0, 8]]"
4432,"[[6, 0, 7], [4, 2, 5], [8, 1, 3]]","[[6, 7, 0], [4, 2, 5], [8, 1, 3]]"
4433,"[[7, 5, 1], [4, 0, 3], [2, 8, 6]]","[[7, 0, 1], [4, 5, 3], [2, 8, 6]]"
4434,"[[7, 3, 0], [4, 1, 5], [2, 8, 6]]","[[7, 0, 3], [4, 1, 5], [2, 8, 6]]"
4435,"[[7, 6, 5], [1, 0, 2], [8, 4, 3]]","[[7, 0, 5], [1, 6, 2], [8, 4, 3]]"
4436,"[[7, 5, 0], [4, 6, 2], [8, 3, 1]]","[[7, 0, 5], [4, 6, 2], [8, 3, 1]]"
4437,"[[7, 2, 5], [8, 0, 1], [3, 4, 6]]","[[7, 0, 5], [8, 2, 1], [3, 4, 6]]"
4438,"[[7, 1, 2], [4, 5, 6], [8, 0, 3]]","[[7, 1, 2], [4, 5, 6], [0, 8, 3]]"
4439,"[[7, 2, 3], [4, 5, 6], [8, 0, 1]]","[[7, 2, 3], [4, 0, 6], [8, 5, 1]]"
4440,"[[7, 2, 3], [4, 1, 5], [8, 0, 6]]","[[7, 2, 3], [4, 1, 5], [0, 8, 6]]"
4441,"[[7, 2, 0], [8, 5, 3], [4, 6, 1]]","[[7, 2, 3], [8, 5, 0], [4, 6, 1]]"
4442,"[[7, 2, 5], [4, 0, 3], [6, 1, 8]]","[[7, 2, 5], [0, 4, 3], [6, 1, 8]]"
4443,"[[7, 2, 5], [4, 0, 3], [6, 1, 8]]","[[7, 2, 5], [4, 3, 0], [6, 1, 8]]"
4444,"[[7, 2, 5], [8, 3, 1], [6, 0, 4]]","[[7, 2, 5], [8, 3, 1], [0, 6, 4]]"
4445,"[[7, 2, 5], [8, 4, 1], [3, 6, 0]]","[[7, 2, 5], [8, 4, 0], [3, 6, 1]]"
4446,"[[7, 3, 1], [4, 2, 0], [8, 6, 5]]","[[7, 3, 0], [4, 2, 1], [8, 6, 5]]"
4447,"[[7, 3, 1], [4, 2, 0], [8, 6, 5]]","[[7, 3, 1], [4, 0, 2], [8, 6, 5]]"
4448,"[[7, 3, 2], [8, 0, 5], [6, 4, 1]]","[[7, 3, 2], [0, 8, 5], [6, 4, 1]]"
4449,"[[7, 3, 2], [5, 1, 0], [4, 8, 6]]","[[7, 3, 2], [5, 1, 6], [4, 8, 0]]"
4450,"[[7, 3, 2], [8, 0, 5], [6, 4, 1]]","[[7, 3, 2], [8, 5, 0], [6, 4, 1]]"
4451,"[[7, 3, 8], [4, 5, 1], [6, 0, 2]]","[[7, 3, 8], [4, 0, 1], [6, 5, 2]]"
4452,"[[7, 5, 2], [4, 3, 1], [0, 6, 8]]","[[7, 5, 2], [0, 3, 1], [4, 6, 8]]"
4453,"[[7, 5, 2], [6, 4, 3], [8, 1, 0]]","[[7, 5, 2], [6, 4, 0], [8, 1, 3]]"
4454,"[[7, 5, 3], [6, 4, 1], [8, 2, 0]]","[[7, 5, 3], [6, 4, 0], [8, 2, 1]]"
4455,"[[7, 5, 3], [8, 1, 2], [4, 6, 0]]","[[7, 5, 3], [8, 1, 2], [4, 0, 6]]"
4456,"[[7, 5, 6], [1, 2, 3], [4, 8, 0]]","[[7, 5, 6], [1, 2, 3], [4, 0, 8]]"
4457,"[[7, 6, 1], [4, 0, 5], [8, 3, 2]]","[[7, 6, 1], [4, 3, 5], [8, 0, 2]]"
4458,"[[7, 6, 1], [4, 0, 5], [8, 3, 2]]","[[7, 6, 1], [4, 5, 0], [8, 3, 2]]"
4459,"[[7, 6, 5], [1, 0, 2], [8, 4, 3]]","[[7, 6, 5], [1, 2, 0], [8, 4, 3]]"
4460,"[[8, 1, 5], [7, 2, 0], [4, 6, 3]]","[[8, 1, 0], [7, 2, 5], [4, 6, 3]]"
4461,"[[8, 1, 5], [7, 2, 0], [4, 6, 3]]","[[8, 1, 5], [7, 2, 3], [4, 6, 0]]"
4462,"[[8, 2, 5], [7, 6, 3], [4, 0, 1]]","[[8, 2, 5], [7, 6, 3], [4, 1, 0]]"
4463,"[[8, 4, 3], [0, 5, 2], [6, 1, 7]]","[[8, 4, 3], [6, 5, 2], [0, 1, 7]]"
4464,"[[8, 4, 7], [6, 3, 5], [2, 1, 0]]","[[8, 4, 7], [6, 3, 0], [2, 1, 5]]"
4465,"[[8, 5, 2], [7, 1, 0], [4, 6, 3]]","[[8, 5, 2], [7, 1, 3], [4, 6, 0]]"
4466,"[[8, 5, 3], [7, 2, 0], [4, 6, 1]]","[[8, 5, 3], [7, 2, 1], [4, 6, 0]]"
4467,"[[4, 2, 3], [0, 1, 6], [8, 5, 7]]","[[0, 2, 3], [4, 1, 6], [8, 5, 7]]"
4468,"[[4, 2, 3], [0, 5, 1], [8, 6, 7]]","[[0, 2, 3], [4, 5, 1], [8, 6, 7]]"
4469,"[[4, 2, 7], [0, 3, 6], [1, 8, 5]]","[[0, 2, 7], [4, 3, 6], [1, 8, 5]]"
4470,"[[4, 0, 3], [7, 5, 2], [8, 1, 6]]","[[0, 4, 3], [7, 5, 2], [8, 1, 6]]"
4471,"[[8, 4, 5], [0, 3, 1], [7, 6, 2]]","[[0, 4, 5], [8, 3, 1], [7, 6, 2]]"
4472,"[[4, 5, 1], [0, 8, 7], [6, 3, 2]]","[[0, 5, 1], [4, 8, 7], [6, 3, 2]]"
4473,"[[1, 5, 2], [0, 7, 4], [8, 6, 3]]","[[0, 5, 2], [1, 7, 4], [8, 6, 3]]"
4474,"[[4, 5, 2], [0, 1, 6], [8, 3, 7]]","[[0, 5, 2], [4, 1, 6], [8, 3, 7]]"
4475,"[[7, 5, 3], [0, 1, 2], [4, 6, 8]]","[[0, 5, 3], [7, 1, 2], [4, 6, 8]]"
4476,"[[7, 5, 3], [0, 6, 1], [4, 2, 8]]","[[0, 5, 3], [7, 6, 1], [4, 2, 8]]"
4477,"[[7, 5, 3], [0, 8, 6], [4, 2, 1]]","[[0, 5, 3], [7, 8, 6], [4, 2, 1]]"
4478,"[[7, 6, 5], [0, 4, 3], [8, 1, 2]]","[[0, 6, 5], [7, 4, 3], [8, 1, 2]]"
4479,"[[7, 0, 1], [6, 2, 5], [4, 8, 3]]","[[0, 7, 1], [6, 2, 5], [4, 8, 3]]"
4480,"[[7, 0, 3], [4, 2, 5], [6, 8, 1]]","[[0, 7, 3], [4, 2, 5], [6, 8, 1]]"
4481,"[[4, 7, 3], [0, 6, 2], [5, 8, 1]]","[[0, 7, 3], [4, 6, 2], [5, 8, 1]]"
4482,"[[8, 0, 4], [6, 2, 7], [1, 3, 5]]","[[0, 8, 4], [6, 2, 7], [1, 3, 5]]"
4483,"[[8, 0, 7], [1, 4, 5], [2, 6, 3]]","[[0, 8, 7], [1, 4, 5], [2, 6, 3]]"
4484,"[[1, 4, 5], [2, 0, 3], [7, 8, 6]]","[[1, 0, 5], [2, 4, 3], [7, 8, 6]]"
4485,"[[1, 2, 4], [7, 6, 5], [8, 0, 3]]","[[1, 2, 4], [7, 6, 5], [8, 3, 0]]"
4486,"[[1, 4, 2], [5, 7, 0], [8, 6, 3]]","[[1, 4, 0], [5, 7, 2], [8, 6, 3]]"
4487,"[[1, 4, 5], [7, 3, 0], [8, 2, 6]]","[[1, 4, 0], [7, 3, 5], [8, 2, 6]]"
4488,"[[1, 4, 2], [5, 6, 7], [8, 0, 3]]","[[1, 4, 2], [5, 6, 7], [8, 3, 0]]"
4489,"[[1, 4, 5], [7, 3, 0], [8, 2, 6]]","[[1, 4, 5], [7, 3, 6], [8, 2, 0]]"
4490,"[[1, 5, 2], [7, 0, 3], [8, 4, 6]]","[[1, 5, 2], [0, 7, 3], [8, 4, 6]]"
4491,"[[1, 5, 2], [7, 0, 3], [8, 4, 6]]","[[1, 5, 2], [7, 3, 0], [8, 4, 6]]"
4492,"[[1, 5, 2], [0, 7, 4], [8, 6, 3]]","[[1, 5, 2], [8, 7, 4], [0, 6, 3]]"
4493,"[[1, 6, 5], [7, 2, 3], [4, 8, 0]]","[[1, 6, 5], [7, 2, 3], [4, 0, 8]]"
4494,"[[1, 0, 7], [2, 6, 5], [4, 8, 3]]","[[1, 7, 0], [2, 6, 5], [4, 8, 3]]"
4495,"[[1, 7, 3], [0, 5, 6], [4, 8, 2]]","[[1, 7, 3], [4, 5, 6], [0, 8, 2]]"
4496,"[[0, 2, 3], [4, 5, 6], [1, 8, 7]]","[[2, 0, 3], [4, 5, 6], [1, 8, 7]]"
4497,"[[2, 5, 3], [6, 0, 4], [7, 8, 1]]","[[2, 0, 3], [6, 5, 4], [7, 8, 1]]"
4498,"[[0, 2, 6], [7, 4, 5], [1, 8, 3]]","[[2, 0, 6], [7, 4, 5], [1, 8, 3]]"
4499,"[[2, 1, 7], [6, 5, 0], [4, 8, 3]]","[[2, 1, 0], [6, 5, 7], [4, 8, 3]]"
4500,"[[2, 1, 7], [6, 5, 0], [4, 8, 3]]","[[2, 1, 7], [6, 5, 3], [4, 8, 0]]"
4501,"[[2, 3, 5], [7, 8, 1], [0, 4, 6]]","[[2, 3, 5], [0, 8, 1], [7, 4, 6]]"
4502,"[[2, 3, 6], [7, 0, 5], [4, 8, 1]]","[[2, 3, 6], [0, 7, 5], [4, 8, 1]]"
4503,"[[2, 3, 6], [7, 0, 5], [4, 8, 1]]","[[2, 3, 6], [7, 8, 5], [4, 0, 1]]"
4504,"[[2, 4, 3], [5, 7, 1], [0, 8, 6]]","[[2, 4, 3], [0, 7, 1], [5, 8, 6]]"
4505,"[[2, 4, 5], [0, 7, 3], [1, 8, 6]]","[[2, 4, 5], [1, 7, 3], [0, 8, 6]]"
4506,"[[2, 4, 5], [0, 7, 3], [1, 8, 6]]","[[2, 4, 5], [7, 0, 3], [1, 8, 6]]"
4507,"[[2, 5, 1], [4, 6, 7], [8, 0, 3]]","[[2, 5, 1], [4, 6, 7], [0, 8, 3]]"
4508,"[[2, 5, 1], [4, 7, 0], [8, 6, 3]]","[[2, 5, 1], [4, 7, 3], [8, 6, 0]]"
4509,"[[2, 5, 3], [6, 4, 0], [7, 8, 1]]","[[2, 5, 3], [6, 4, 1], [7, 8, 0]]"
4510,"[[2, 5, 0], [4, 7, 6], [1, 8, 3]]","[[2, 5, 6], [4, 7, 0], [1, 8, 3]]"
4511,"[[2, 7, 0], [4, 8, 1], [6, 3, 5]]","[[2, 7, 1], [4, 8, 0], [6, 3, 5]]"
4512,"[[2, 8, 4], [0, 5, 7], [6, 1, 3]]","[[2, 8, 4], [6, 5, 7], [0, 1, 3]]"
4513,"[[0, 8, 5], [2, 4, 3], [7, 6, 1]]","[[2, 8, 5], [0, 4, 3], [7, 6, 1]]"
4514,"[[3, 4, 5], [0, 7, 1], [8, 6, 2]]","[[3, 4, 5], [8, 7, 1], [0, 6, 2]]"
4515,"[[3, 7, 5], [0, 2, 1], [4, 8, 6]]","[[3, 7, 5], [2, 0, 1], [4, 8, 6]]"
4516,"[[3, 8, 7], [0, 4, 5], [6, 2, 1]]","[[3, 8, 7], [6, 4, 5], [0, 2, 1]]"
4517,"[[4, 3, 1], [7, 0, 5], [2, 8, 6]]","[[4, 0, 1], [7, 3, 5], [2, 8, 6]]"
4518,"[[4, 2, 0], [5, 3, 7], [1, 8, 6]]","[[4, 0, 2], [5, 3, 7], [1, 8, 6]]"
4519,"[[4, 7, 3], [1, 0, 2], [8, 5, 6]]","[[4, 0, 3], [1, 7, 2], [8, 5, 6]]"
4520,"[[4, 7, 3], [8, 0, 1], [2, 5, 6]]","[[4, 0, 3], [8, 7, 1], [2, 5, 6]]"
4521,"[[0, 4, 5], [1, 2, 3], [7, 8, 6]]","[[4, 0, 5], [1, 2, 3], [7, 8, 6]]"
4522,"[[4, 2, 7], [3, 0, 1], [8, 6, 5]]","[[4, 0, 7], [3, 2, 1], [8, 6, 5]]"
4523,"[[4, 0, 7], [8, 1, 5], [2, 6, 3]]","[[4, 1, 7], [8, 0, 5], [2, 6, 3]]"
4524,"[[4, 0, 2], [7, 5, 6], [8, 1, 3]]","[[4, 2, 0], [7, 5, 6], [8, 1, 3]]"
4525,"[[4, 2, 1], [0, 5, 7], [8, 6, 3]]","[[4, 2, 1], [5, 0, 7], [8, 6, 3]]"
4526,"[[4, 2, 1], [0, 5, 7], [8, 6, 3]]","[[4, 2, 1], [8, 5, 7], [0, 6, 3]]"
4527,"[[4, 2, 3], [6, 5, 1], [7, 8, 0]]","[[4, 2, 3], [6, 5, 1], [7, 0, 8]]"
4528,"[[0, 2, 5], [4, 7, 6], [1, 8, 3]]","[[4, 2, 5], [0, 7, 6], [1, 8, 3]]"
4529,"[[4, 2, 7], [6, 0, 1], [3, 8, 5]]","[[4, 2, 7], [0, 6, 1], [3, 8, 5]]"
4530,"[[4, 2, 7], [5, 3, 6], [1, 8, 0]]","[[4, 2, 7], [5, 3, 6], [1, 0, 8]]"
4531,"[[4, 2, 7], [6, 0, 1], [3, 8, 5]]","[[4, 2, 7], [6, 1, 0], [3, 8, 5]]"
4532,"[[4, 2, 7], [8, 1, 3], [5, 0, 6]]","[[4, 2, 7], [8, 0, 3], [5, 1, 6]]"
4533,"[[4, 2, 7], [8, 1, 3], [5, 0, 6]]","[[4, 2, 7], [8, 1, 3], [5, 6, 0]]"
4534,"[[4, 0, 3], [7, 5, 2], [8, 1, 6]]","[[4, 3, 0], [7, 5, 2], [8, 1, 6]]"
4535,"[[4, 3, 1], [2, 7, 5], [0, 8, 6]]","[[4, 3, 1], [0, 7, 5], [2, 8, 6]]"
4536,"[[4, 3, 1], [6, 5, 0], [7, 8, 2]]","[[4, 3, 1], [6, 0, 5], [7, 8, 2]]"
4537,"[[4, 3, 1], [7, 0, 5], [2, 8, 6]]","[[4, 3, 1], [7, 8, 5], [2, 0, 6]]"
4538,"[[4, 3, 5], [1, 0, 2], [8, 7, 6]]","[[4, 3, 5], [1, 2, 0], [8, 7, 6]]"
4539,"[[4, 5, 3], [7, 2, 0], [8, 1, 6]]","[[4, 5, 0], [7, 2, 3], [8, 1, 6]]"
4540,"[[4, 5, 3], [7, 8, 0], [2, 6, 1]]","[[4, 5, 0], [7, 8, 3], [2, 6, 1]]"
4541,"[[4, 5, 1], [0, 8, 7], [6, 3, 2]]","[[4, 5, 1], [6, 8, 7], [0, 3, 2]]"
4542,"[[4, 5, 1], [8, 3, 7], [6, 0, 2]]","[[4, 5, 1], [8, 3, 7], [0, 6, 2]]"
4543,"[[4, 5, 1], [8, 3, 7], [6, 0, 2]]","[[4, 5, 1], [8, 3, 7], [6, 2, 0]]"
4544,"[[4, 5, 2], [7, 1, 6], [8, 0, 3]]","[[4, 5, 2], [7, 1, 6], [0, 8, 3]]"
4545,"[[4, 5, 2], [8, 0, 3], [7, 1, 6]]","[[4, 5, 2], [8, 3, 0], [7, 1, 6]]"
4546,"[[4, 5, 3], [1, 0, 6], [8, 7, 2]]","[[4, 5, 3], [0, 1, 6], [8, 7, 2]]"
4547,"[[4, 5, 3], [1, 7, 6], [0, 8, 2]]","[[4, 5, 3], [0, 7, 6], [1, 8, 2]]"
4548,"[[4, 5, 3], [1, 0, 6], [8, 7, 2]]","[[4, 5, 3], [1, 6, 0], [8, 7, 2]]"
4549,"[[4, 5, 3], [1, 0, 2], [7, 8, 6]]","[[4, 5, 3], [1, 8, 2], [7, 0, 6]]"
4550,"[[4, 5, 3], [2, 6, 0], [7, 8, 1]]","[[4, 5, 3], [2, 0, 6], [7, 8, 1]]"
4551,"[[4, 5, 3], [2, 6, 0], [7, 8, 1]]","[[4, 5, 3], [2, 6, 1], [7, 8, 0]]"
4552,"[[4, 5, 3], [7, 8, 0], [2, 6, 1]]","[[4, 5, 3], [7, 0, 8], [2, 6, 1]]"
4553,"[[4, 5, 3], [7, 2, 6], [8, 0, 1]]","[[4, 5, 3], [7, 2, 6], [0, 8, 1]]"
4554,"[[4, 0, 7], [8, 1, 5], [2, 6, 3]]","[[4, 7, 0], [8, 1, 5], [2, 6, 3]]"
4555,"[[4, 0, 7], [8, 3, 1], [6, 5, 2]]","[[4, 7, 0], [8, 3, 1], [6, 5, 2]]"
4556,"[[4, 0, 7], [8, 3, 2], [6, 1, 5]]","[[4, 7, 0], [8, 3, 2], [6, 1, 5]]"
4557,"[[0, 7, 2], [4, 3, 1], [8, 5, 6]]","[[4, 7, 2], [0, 3, 1], [8, 5, 6]]"
4558,"[[0, 7, 2], [4, 5, 3], [1, 6, 8]]","[[4, 7, 2], [0, 5, 3], [1, 6, 8]]"
4559,"[[4, 7, 3], [8, 0, 1], [2, 5, 6]]","[[4, 7, 3], [0, 8, 1], [2, 5, 6]]"
4560,"[[4, 7, 3], [1, 0, 2], [8, 5, 6]]","[[4, 7, 3], [1, 5, 2], [8, 0, 6]]"
4561,"[[4, 7, 3], [0, 5, 6], [2, 8, 1]]","[[4, 7, 3], [5, 0, 6], [2, 8, 1]]"
4562,"[[4, 7, 3], [8, 0, 1], [2, 5, 6]]","[[4, 7, 3], [8, 1, 0], [2, 5, 6]]"
4563,"[[4, 7, 5], [8, 2, 1], [3, 6, 0]]","[[4, 7, 5], [8, 2, 0], [3, 6, 1]]"
4564,"[[0, 7, 6], [4, 5, 2], [8, 1, 3]]","[[4, 7, 6], [0, 5, 2], [8, 1, 3]]"
4565,"[[0, 5, 3], [4, 1, 2], [7, 8, 6]]","[[5, 0, 3], [4, 1, 2], [7, 8, 6]]"
4566,"[[5, 6, 0], [7, 2, 3], [4, 8, 1]]","[[5, 0, 6], [7, 2, 3], [4, 8, 1]]"
4567,"[[5, 3, 7], [4, 0, 8], [6, 2, 1]]","[[5, 0, 7], [4, 3, 8], [6, 2, 1]]"
4568,"[[5, 2, 3], [4, 6, 0], [8, 1, 7]]","[[5, 2, 0], [4, 6, 3], [8, 1, 7]]"
4569,"[[5, 2, 3], [7, 6, 0], [4, 1, 8]]","[[5, 2, 0], [7, 6, 3], [4, 1, 8]]"
4570,"[[5, 2, 3], [4, 0, 6], [8, 1, 7]]","[[5, 2, 3], [0, 4, 6], [8, 1, 7]]"
4571,"[[5, 2, 3], [1, 0, 6], [7, 4, 8]]","[[5, 2, 3], [1, 4, 6], [7, 0, 8]]"
4572,"[[5, 2, 3], [7, 6, 0], [4, 1, 8]]","[[5, 2, 3], [7, 6, 8], [4, 1, 0]]"
4573,"[[5, 0, 3], [7, 2, 6], [4, 1, 8]]","[[5, 3, 0], [7, 2, 6], [4, 1, 8]]"
4574,"[[5, 3, 2], [7, 4, 1], [8, 0, 6]]","[[5, 3, 2], [7, 0, 1], [8, 4, 6]]"
4575,"[[5, 3, 0], [7, 4, 6], [8, 1, 2]]","[[5, 3, 6], [7, 4, 0], [8, 1, 2]]"
4576,"[[5, 3, 7], [4, 0, 8], [6, 2, 1]]","[[5, 3, 7], [0, 4, 8], [6, 2, 1]]"
4577,"[[5, 4, 3], [7, 0, 6], [8, 1, 2]]","[[5, 4, 3], [0, 7, 6], [8, 1, 2]]"
4578,"[[5, 4, 3], [0, 6, 2], [7, 8, 1]]","[[5, 4, 3], [6, 0, 2], [7, 8, 1]]"
4579,"[[5, 6, 2], [4, 7, 0], [1, 8, 3]]","[[5, 6, 2], [4, 7, 3], [1, 8, 0]]"
4580,"[[5, 0, 2], [7, 6, 1], [4, 8, 3]]","[[5, 6, 2], [7, 0, 1], [4, 8, 3]]"
4581,"[[5, 7, 3], [4, 8, 1], [2, 0, 6]]","[[5, 7, 3], [4, 8, 1], [2, 6, 0]]"
4582,"[[6, 4, 5], [2, 0, 3], [8, 7, 1]]","[[6, 0, 5], [2, 4, 3], [8, 7, 1]]"
4583,"[[6, 4, 5], [2, 0, 3], [8, 7, 1]]","[[6, 4, 5], [0, 2, 3], [8, 7, 1]]"
4584,"[[6, 4, 5], [7, 8, 3], [0, 2, 1]]","[[6, 4, 5], [0, 8, 3], [7, 2, 1]]"
4585,"[[0, 8, 4], [6, 2, 5], [1, 7, 3]]","[[6, 8, 4], [0, 2, 5], [1, 7, 3]]"
4586,"[[6, 8, 5], [4, 0, 2], [1, 7, 3]]","[[6, 8, 5], [4, 7, 2], [1, 0, 3]]"
4587,"[[7, 5, 1], [4, 0, 6], [8, 2, 3]]","[[7, 0, 1], [4, 5, 6], [8, 2, 3]]"
4588,"[[7, 5, 3], [6, 0, 1], [4, 2, 8]]","[[7, 0, 3], [6, 5, 1], [4, 2, 8]]"
4589,"[[7, 5, 3], [8, 0, 6], [1, 4, 2]]","[[7, 0, 3], [8, 5, 6], [1, 4, 2]]"
4590,"[[7, 8, 0], [6, 4, 5], [1, 3, 2]]","[[7, 0, 8], [6, 4, 5], [1, 3, 2]]"
4591,"[[7, 1, 2], [3, 0, 5], [4, 8, 6]]","[[7, 1, 2], [3, 8, 5], [4, 0, 6]]"
4592,"[[7, 1, 5], [6, 2, 3], [4, 0, 8]]","[[7, 1, 5], [6, 0, 3], [4, 2, 8]]"
4593,"[[7, 1, 5], [6, 2, 3], [4, 0, 8]]","[[7, 1, 5], [6, 2, 3], [0, 4, 8]]"
4594,"[[7, 1, 8], [4, 0, 5], [6, 3, 2]]","[[7, 1, 8], [0, 4, 5], [6, 3, 2]]"
4595,"[[7, 0, 2], [6, 5, 1], [4, 8, 3]]","[[7, 2, 0], [6, 5, 1], [4, 8, 3]]"
4596,"[[7, 2, 1], [6, 0, 5], [4, 8, 3]]","[[7, 2, 1], [6, 5, 0], [4, 8, 3]]"
4597,"[[7, 2, 5], [6, 1, 8], [4, 0, 3]]","[[7, 2, 5], [6, 1, 8], [0, 4, 3]]"
4598,"[[7, 2, 5], [6, 1, 0], [4, 3, 8]]","[[7, 2, 5], [6, 1, 8], [4, 3, 0]]"
4599,"[[0, 2, 6], [7, 3, 5], [4, 8, 1]]","[[7, 2, 6], [0, 3, 5], [4, 8, 1]]"
4600,"[[7, 2, 6], [1, 4, 5], [0, 8, 3]]","[[7, 2, 6], [1, 4, 5], [8, 0, 3]]"
4601,"[[7, 0, 3], [4, 2, 5], [6, 8, 1]]","[[7, 3, 0], [4, 2, 5], [6, 8, 1]]"
4602,"[[7, 3, 2], [6, 5, 1], [4, 8, 0]]","[[7, 3, 2], [6, 5, 1], [4, 0, 8]]"
4603,"[[7, 3, 2], [8, 4, 1], [0, 5, 6]]","[[7, 3, 2], [8, 4, 1], [5, 0, 6]]"
4604,"[[7, 0, 5], [4, 3, 2], [8, 1, 6]]","[[7, 3, 5], [4, 0, 2], [8, 1, 6]]"
4605,"[[7, 5, 1], [0, 4, 2], [8, 3, 6]]","[[7, 5, 1], [8, 4, 2], [0, 3, 6]]"
4606,"[[7, 5, 2], [6, 1, 0], [4, 8, 3]]","[[7, 5, 2], [6, 1, 3], [4, 8, 0]]"
4607,"[[7, 5, 3], [8, 0, 6], [1, 4, 2]]","[[7, 5, 3], [0, 8, 6], [1, 4, 2]]"
4608,"[[7, 5, 3], [0, 1, 2], [4, 6, 8]]","[[7, 5, 3], [1, 0, 2], [4, 6, 8]]"
4609,"[[7, 5, 3], [2, 4, 6], [8, 0, 1]]","[[7, 5, 3], [2, 4, 6], [8, 1, 0]]"
4610,"[[7, 5, 3], [6, 0, 1], [4, 2, 8]]","[[7, 5, 3], [6, 1, 0], [4, 2, 8]]"
4611,"[[7, 5, 0], [4, 6, 8], [2, 1, 3]]","[[7, 5, 8], [4, 6, 0], [2, 1, 3]]"
4612,"[[7, 6, 5], [4, 3, 0], [8, 1, 2]]","[[7, 6, 0], [4, 3, 5], [8, 1, 2]]"
4613,"[[7, 6, 2], [4, 0, 3], [8, 5, 1]]","[[7, 6, 2], [0, 4, 3], [8, 5, 1]]"
4614,"[[7, 6, 2], [4, 0, 3], [8, 5, 1]]","[[7, 6, 2], [4, 3, 0], [8, 5, 1]]"
4615,"[[7, 6, 5], [4, 3, 0], [8, 1, 2]]","[[7, 6, 5], [4, 3, 2], [8, 1, 0]]"
4616,"[[7, 6, 5], [4, 0, 8], [1, 3, 2]]","[[7, 6, 5], [4, 3, 8], [1, 0, 2]]"
4617,"[[8, 0, 4], [6, 2, 7], [1, 3, 5]]","[[8, 2, 4], [6, 0, 7], [1, 3, 5]]"
4618,"[[8, 2, 4], [6, 0, 5], [1, 7, 3]]","[[8, 2, 4], [6, 7, 5], [1, 0, 3]]"
4619,"[[8, 3, 4], [7, 2, 5], [6, 0, 1]]","[[8, 3, 4], [7, 2, 5], [0, 6, 1]]"
4620,"[[8, 3, 4], [7, 2, 5], [6, 0, 1]]","[[8, 3, 4], [7, 2, 5], [6, 1, 0]]"
4621,"[[8, 3, 4], [7, 5, 0], [6, 2, 1]]","[[8, 3, 4], [7, 5, 1], [6, 2, 0]]"
4622,"[[8, 4, 7], [1, 5, 0], [2, 6, 3]]","[[8, 4, 0], [1, 5, 7], [2, 6, 3]]"
4623,"[[0, 4, 2], [8, 3, 7], [6, 5, 1]]","[[8, 4, 2], [0, 3, 7], [6, 5, 1]]"
4624,"[[8, 4, 2], [5, 1, 7], [6, 3, 0]]","[[8, 4, 2], [5, 1, 0], [6, 3, 7]]"
4625,"[[8, 4, 3], [5, 2, 7], [6, 1, 0]]","[[8, 4, 3], [5, 2, 0], [6, 1, 7]]"
4626,"[[8, 4, 7], [1, 5, 0], [2, 6, 3]]","[[8, 4, 7], [1, 5, 3], [2, 6, 0]]"
4627,"[[8, 5, 2], [7, 1, 4], [0, 6, 3]]","[[8, 5, 2], [0, 1, 4], [7, 6, 3]]"
4628,"[[8, 5, 3], [7, 2, 4], [0, 6, 1]]","[[8, 5, 3], [0, 2, 4], [7, 6, 1]]"
4629,"[[8, 5, 0], [2, 4, 3], [7, 6, 1]]","[[8, 5, 3], [2, 4, 0], [7, 6, 1]]"
4630,"[[8, 0, 7], [1, 4, 5], [2, 6, 3]]","[[8, 7, 0], [1, 4, 5], [2, 6, 3]]"
4631,"[[4, 2, 3], [0, 6, 5], [1, 7, 8]]","[[0, 2, 3], [4, 6, 5], [1, 7, 8]]"
4632,"[[2, 0, 7], [6, 4, 5], [8, 1, 3]]","[[0, 2, 7], [6, 4, 5], [8, 1, 3]]"
4633,"[[4, 3, 1], [0, 5, 6], [2, 8, 7]]","[[0, 3, 1], [4, 5, 6], [2, 8, 7]]"
4634,"[[2, 3, 4], [0, 7, 5], [8, 6, 1]]","[[0, 3, 4], [2, 7, 5], [8, 6, 1]]"
4635,"[[4, 3, 7], [0, 2, 6], [8, 1, 5]]","[[0, 3, 7], [4, 2, 6], [8, 1, 5]]"
4636,"[[4, 0, 2], [5, 7, 8], [6, 1, 3]]","[[0, 4, 2], [5, 7, 8], [6, 1, 3]]"
